canonical_id,v1_score,v1_evidence,v1_reason,v2_score,v2_evidence,v2_reason,score_changed,crossed_main_threshold
297,1,各类办公软件操作熟练掌握,岗位要求熟练掌握办公软件，但仅为辅助销售工作，非核心。,1,各类办公软件操作熟练掌握,岗位核心是保险销售和客户维护，办公软件仅作为辅助工具。不是2分，因为软件开发或系统建设不是核心产出；不是0分，因为明确要求办公软件操作。,False,False
298,0,,岗位是战略规划，涉及金融分析和文案，无AI或数字技术内容。,0,,岗位是战略规划，涉及宏观分析、投资管理和文案撰写，未明示要求数字工具或技术。不是1分，因为无数字工具要求。,False,False
299,1,EXCEL函数使用能力|BSC应用能力|岗位技能矩阵构建能力|招聘测评工具使用能力|人才盘点实施能力,岗位要求使用EXCEL函数、测评工具等数字工具，但仅为HR工作的辅助。,1,EXCEL函数使用能力|BSC应用能力|岗位技能矩阵构建能力|招聘测评工具使用能力,岗位核心是HRBP，负责招聘、人才管理等，Excel和测评工具是辅助完成HR工作的工具。不是2分，因为软件开发或系统建设不是核心产出；不是0分，因为明确要求数字工具技能。,False,False
300,1,特别熟悉office软件及财务软件应用优先,岗位要求熟悉office和财务软件，但仅为财务工作的辅助工具。,1,熟悉office软件及财务软件应用,岗位是财务助理，核心是日常财务工作，Office和财务软件是辅助工具。不是2分，因为软件开发或系统建设不是核心产出；不是0分，因为明确要求软件应用。,False,False
301,2,"配合项目经理/高级实施人员在客户现场进行系统实施上线|配合项目经理/高级实施人员在客户现场进行系统测试|独立在客户现场进行系统环境搭建以及安装|独立在客户现场完成日常维护工作|熟悉EJB、servlet,熟悉spring、struts、hibernate等开源框架",岗位核心是软件实施、系统搭建和维护，涉及编程框架和数据库，软件技术是核心。,2,"系统实施上线|系统测试|系统环境搭建以及安装|熟悉EJB、servlet,熟悉spring、struts、hibernate等开源框架|熟练使用Oracle,能使用SQLServer/DB2等数据库者优先,能熟练编写SQL、存储过程、用户自定义函数、视图、触发器",岗位核心职责是软件系统的实施、测试、部署和维护，涉及编程框架、数据库和服务器配置，属于核心数字技术（2分）。没有明确提及AI/ML研发，因此不是3分。,False,False
302,0,,岗位是渠道推动，涉及销售政策和计划追踪，无AI或数字技术内容。,0,,岗位职责为渠道销售推动、方案策划和计划追踪，未明示要求任何数字工具、信息系统或技术技能，因此为0分。不是1分，因为没有提及Office等辅助工具的使用。,False,False
303,0,,岗位是直营业务管理，涉及促销和门店运营，无AI或数字技术内容。,0,,岗位职责为直营门店运营管理、促销策划和门店督导，未明示要求任何数字工具或技术技能，因此为0分。不是1分，因为没有提及任何数字工具的使用。,False,False
304,0,,岗位是行政专员，涉及行政和后勤管理，无AI或数字技术内容。,0,,岗位为行政专员，职责包括行政工作管理、安全消防协调、物资采购等，未明示要求使用数字工具或技术，因此为0分。不是1分，因为没有提及Office等辅助工具。,False,False
305,0,,岗位是销售内勤，涉及生产任务协调，无AI或数字技术内容。,0,,岗位为销售内勤，职责是传递生产任务信息并协调跟踪，未明示要求任何数字工具或技术，因此为0分。不是1分，因为没有提及任何数字工具的使用。,False,False
306,0,,岗位是保险售后服务，涉及保单检视和理赔，无AI或数字技术内容。,0,,岗位为保险售后服务岗，职责包括提醒客户保单检视、信息维护、提供建议和理赔服务，未明示要求使用数字工具或技术，因此为0分。不是1分，因为没有提及任何数字工具。,False,False
307,1,AI面试合格,岗位提到AI面试，但仅为招聘流程中的工具使用，非岗位核心内容。,0,,岗位为经理助理，描述中仅提到“AI面试合格”，但这是招聘流程中的AI工具，并非岗位职责要求AI技术，岗位本身是销售/助理类，未明示要求数字工具或技术，因此为0分。不是1分，因为没有提及任何数字工具的使用。,True,False
308,0,,岗位是市场拓展，涉及业务洽谈和客户关系，无AI或数字技术内容。,0,,岗位为市场拓展专员，职责包括市场研究、项目信息收集分析、客户开拓和合同签订，未明示要求使用数字工具或技术，因此为0分。不是1分，因为没有提及任何数字工具。,False,False
309,1,"能熟练运用AUTOCAD,CREO等专业软件",岗位核心是机械结构设计，使用CAD软件为辅助工具，无AI或高级数字技术。,1,"能熟练运用AUTOCAD,CREO等专业软件",岗位核心是产品结构设计，使用CAD/CREO是辅助设计的数字工具，移除后设计工作仍可进行但效率降低，因此为1分。不是0分因为明确要求使用专业软件；不是2分因为软件使用是辅助而非核心产出（核心是设计图纸和结构方案）。,False,False
310,0,,岗位为客户经理，涉及保险销售和客户服务，无任何AI或数字技术内容。,0,,岗位是客户经理，职责为金融理财服务和客户维护，未明示要求任何数字工具、信息系统或编程技能。不是1分因为无任何数字工具要求。,False,False
311,0,,岗位为保险销售经理，职责为销售和客户服务，无AI或数字技术内容。,0,,岗位是保险销售经理，职责为产品营销和售后服务，未明示要求使用数字工具或系统。不是1分因为无任何数字工具要求。,False,False
312,1,会计(J10292),会计岗位，使用ERP/SAP等信息系统为辅助工具，非核心数字技术。,0,,岗位是会计，职责为财务核算和报表编制，未明示要求使用任何数字工具或系统。不是1分因为无任何数字工具要求。,True,False
313,1,"熟悉各办公软件,熟悉ERP、SAP系统",会计岗位，使用ERP/SAP等信息系统为辅助工具，非核心数字技术。,1,"熟悉各办公软件,熟悉ERP、SAP系统",岗位是会计，核心是财务工作，要求熟悉办公软件和ERP/SAP系统是辅助完成财务工作的工具，移除后财务工作仍可进行，因此为1分。不是0分因为明确要求使用数字系统；不是2分因为系统使用是辅助而非核心产出。,False,False
315,0,,贷款专员，仅涉及金融贷款咨询和客户服务，无AI或数字技术内容。,0,,岗位是贷款专员，职责为金融贷款咨询和客户服务，未明示要求任何数字工具或系统。不是1分因为无任何数字工具要求。,False,False
316,0,,行政支持岗，负责党建品宣，无AI或数字技术内容。,0,,岗位是行政支持岗，职责为品牌宣传和党建活动，未明示要求使用数字工具或系统。标签中的“具备公众号运营经验”可能暗示数字工具，但正文未明确要求，且公众号运营可视为普通工具使用，但根据规则，证据必须来自原文连续短语，标签中的内容未在描述中体现，故不采用。不是1分因为无明确数字工具要求。,False,False
317,1,熟练使用网络平台寻找资源,营销工程师，使用网络平台为辅助工具，无核心数字技术。,1,熟练使用网络平台寻找资源,岗位是营销工程师，核心是营销和语言能力，使用网络平台是辅助寻找资源的工具，移除后营销工作仍可进行，因此为1分。不是0分因为明确要求使用网络平台；不是2分因为网络平台使用是辅助而非核心产出。,False,False
318,1,可以熟练使用各种办公软件,客服专员，使用办公软件为辅助工具，无核心数字技术。,1,熟练使用各种办公软件|按时做出统计报告,岗位核心是保险续保客服，办公软件和统计报告仅作为辅助工具，移除后客服职责仍成立，因此为1分；未涉及软件开发或AI研发，故不是2或3分。,False,False
319,1,能熟练使用AUTOCAD、PROE或SOLIDWORK等二维和三维绘图软件,机械设计工程师，使用CAD软件为辅助工具，无AI或高级数字技术。,1,熟练使用AUTOCAD、PROE或SOLIDWORK等二维和三维绘图软件,岗位核心是机械产品设计，CAD等软件是完成设计的工具，移除后设计职责仍存在，因此为1分；未涉及软件开发或AI，故不是2或3分。,False,False
320,1,熟悉运用PPT、EXCEL等常用,政保客户经理，使用办公软件为辅助工具，无核心数字技术。,1,熟悉运用PPT、EXCEL等常用,岗位核心是政保业务发展和客户关系维护，办公软件仅用于辅助汇报和数据分析，移除后业务职责仍成立，因此为1分；未涉及软件开发或AI，故不是2或3分。,False,False
321,0,,国内销售经理，职责为销售和市场，无AI或数字技术内容。,0,,岗位描述仅涉及销售策略、客户开发和市场调研，未明示要求任何数字工具、信息系统或技术技能，因此为0分；不是1分，因为无办公软件或系统使用要求。,False,False
322,1,熟练使用Solidworks、SAP、EXCEL、CAXA等软件,工艺工程师，使用Solidworks、SAP等软件为辅助工具，无核心数字技术。,1,熟练使用Solidworks、SAP、EXCEL、CAXA等软件,岗位核心是工艺编制和工装设计，软件作为辅助工具，移除后工艺职责仍成立，因此为1分；未涉及软件开发或AI，故不是2或3分。,False,False
324,1,熟练运用办公软件,商务经理，使用办公软件为辅助工具，无核心数字技术。,1,熟练运用办公软件,岗位核心是商务管理和运营，办公软件仅用于文档和数据分析，移除后管理职责仍成立，因此为1分；未涉及软件开发或AI，故不是2或3分。,False,False
325,0,,车物查勘定损岗，涉及现场查勘和理赔，无AI或数字技术内容。,0,,岗位描述仅涉及车险现场查勘和理赔服务，未明示要求任何数字工具或技术技能，因此为0分；不是1分，因为无办公软件或系统使用要求。,False,False
326,2,MEMS芯片开发|微电子、微机电系统|MEMS产品开发及工艺流程|MEMS的封装、测试技术,岗位核心是MEMS芯片开发，涉及微电子和微机电系统，属于嵌入式技术，但未明确提及AI或高级算法。,2,MEMS芯片开发|MEMS产品设计开发|MEMS的封装、测试技术,岗位核心是MEMS芯片开发，涉及芯片设计、工艺和封装测试，属于核心数字技术（硬件/芯片），但未明确提及AI/ML，因此为2分；不是3分，因为无AI研发内容；不是1分，因为芯片开发是核心产出而非辅助工具。,False,False
327,1,AI芯片公司有产品经验,岗位为硬件工程师，主要涉及硬件设计，但提及AI芯片公司经验，AI仅为背景而非核心工作内容。,2,"规划产品硬件架构,原理图设计,PCB布局设计|关键器件的选型和测试|指导PCBlayout工程师完成布局布线|编撰产品硬件规格书,调试及测试产品原型|AI芯片公司有产品经验",岗位核心职责是硬件架构设计、原理图与PCB设计、调试测试，属于核心数字技术（硬件开发），但未涉及AI/ML算法研发，因此为2分而非3分。,True,True
328,0,,岗位为远程理赔服务，无AI或数字技术内容。,0,,岗位职责为车险线上查勘、定损、理赔咨询，未明示要求任何数字工具、编程或数据分析，因此为0分而非1分。,False,False
330,0,,法务主管岗位，无AI或数字技术内容。,0,,岗位职责为合同起草审核、法律风险预警、合规管理等法务工作，未提及任何数字工具或技术，因此为0分而非1分。,False,False
331,1,进行统计和分析|数据分析|质量数据,质量工程师涉及数据统计和分析，但仅为辅助工作。,1,"定期收集来料、制程、成品检验、客退处理以及设备设施、仪器仪表运行和维护的各项数据,进行统计和分析",岗位核心是质量管理，使用数据统计和分析作为辅助工具，但未涉及系统开发或高级建模，因此为1分而非2分。,False,False
332,0,,采购工程师岗位，无AI或数字技术内容。,0,,岗位职责为采购执行、供应商开发、成本控制，熟悉机加工工艺和机械图纸属于专业知识，未明示要求数字工具或技术，因此为0分而非1分。,False,False
333,0,,理赔服务岗位，无AI或数字技术内容。,0,,岗位职责为车险理赔全流程处理、现场调查，未明示要求数字工具或技术，因此为0分而非1分。,False,False
334,0,,门店质量巡查岗位，无AI或数字技术内容。,0,,岗位职责为门店商品质量复查、测试，未明示要求数字工具或技术，因此为0分而非1分。,False,False
335,1,EXCEL|Word|ERP系统,仓管员使用办公软件和ERP系统，但仅为辅助工具。,1,会熟练使用EXCEL、Word等办公软件|会使用ERP系统工作经验者优先,岗位核心是仓库出入库作业，使用办公软件和ERP系统作为辅助工具，因此为1分而非2分。,False,False
336,2,AutoCAD|pro-e|ug|solidworks,绘图设计员核心工作为使用设计软件，软件是岗位核心。,1,熟练运用各类设计软件(如:AutoCAD/pro-e/ug/solidworks),岗位是绘图设计员，核心产出是机械设计图纸。使用CAD等设计软件是完成设计工作的工具，属于辅助数字工具，因此为1分。不是0分，因为明确要求使用专业软件；不是2分，因为岗位不是开发或运维这些软件，而是使用它们进行设计。,True,True
337,1,统计分析,质量经理涉及数据统计分析，但仅为辅助工作。,0,,岗位是质量经理，职责围绕质量管理体系、原材料与产品质量控制、供应商审核等，未明示要求使用数字工具、信息系统、编程或数据分析。虽然提及CNAS、TS16949等体系，但未要求使用特定软件或技术工具，因此为0分。不是1分，因为无任何数字工具要求。,True,False
338,0,,保险销售岗位，描述未涉及数字技术或信息系统使用,1,智能分配精准客户,岗位是保险业务经理，核心产出是销售保险。描述中提到“智能分配精准客户”，表明使用智能系统辅助销售，但销售仍是核心职责，技术仅为辅助工具，因此为1分。不是0分，因为明确提及智能系统；不是2分，因为不涉及系统开发或核心数字技术。,True,False
339,1,CAD软件,技术规划经理要求熟练应用CAD软件，但仅为辅助工具。,1,熟练应用CAD软件,岗位是技术规划经理，核心职责是技术动态研究、项目预研等。要求熟练应用CAD软件，但CAD是辅助完成技术规划的工具，并非岗位核心产出，因此为1分。不是0分，因为明确要求使用CAD；不是2分，因为岗位不是以CAD开发或设计为核心，而是使用它进行规划。,False,False
340,0,,客户经理岗位，无AI或数字技术内容。,0,,岗位是金融租赁客户经理，职责描述为通用客户经理条件，未明示要求使用数字工具、信息系统、编程或数据分析。虽然提及理工类、科技信息类专业背景，但未在岗位职责中要求具体技术技能，因此为0分。不是1分，因为无任何数字工具要求。,False,False
341,1,三坐标检测,机加巡检涉及三坐标检测，属于数字测量工具，但仅为辅助。,1,三坐标检测实施情况的跟踪和确认,岗位核心是质量检验，三坐标检测为辅助检测工具，非核心数字技术开发；不是0分因明确使用数字检测设备；不是2分因不涉及系统开发或建模。,False,False
342,0,,银行服务专员岗位，无AI或数字技术内容。,0,,岗位是银行服务专员，职责是协助客户办理业务、推广产品，未明示要求使用数字工具、信息系统或编程。虽然工作环境在银行，但岗位描述无任何技术工具要求，因此为0分。不是1分，因为无数字工具要求。,False,False
343,1,APP|微信|微博|论坛|新媒体运营平台,新媒体渠道总监涉及数字平台运营，但仅为辅助工作。,1,立足APP、微信、微博、论坛等与金融财经有关的互联网、新媒体运营平台,岗位是新媒体渠道总监/经理，核心职责是渠道合作与业务开发。要求立足APP、微信等新媒体平台，这些是开展业务的工具，属于辅助数字工具，因此为1分。不是0分，因为明确要求使用新媒体平台；不是2分，因为岗位不是开发或运维这些平台，而是使用它们进行营销。,False,False
344,1,人力资源管培生(重庆),岗位要求熟练使用办公软件和基本网络知识，属于数字工具辅助工作，但核心是人事管理。,1,"熟练使用办公软件,具备基本的网络知识",岗位核心是人力资源事务，办公软件和网络知识仅作为辅助工具，移除后岗位主要产出仍成立，因此为1分；未涉及软件开发或AI研发，故不是2或3分。,False,False
346,2,协助AI项目推进|记录并分析质量数据定期提交质量报告,岗位涉及协助AI项目推进、数据分析以及使用专业质量工具，软件和数据是核心部分。,2,协助AI项目推进,岗位职责包含协助AI项目推进，但核心是质量工程，AI仅为协助推进，未明确要求AI研发，因此为2分；不是1分因为涉及AI项目推进，不是3分因为未明确AI/ML研发职责。,False,False
348,0,,岗位职责主要是政府事务和医保准入，无实质AI或数字技术内容。,0,,岗位职责为政府事务和医保准入，未明示要求任何数字工具、信息系统或技术，因此为0分；不是1分因为无办公软件等数字工具要求。,False,False
349,0,,与348相同，政府事务经理岗位，无AI或数字技术内容。,0,,岗位职责为政府事务和医保准入，未明示要求任何数字工具、信息系统或技术，因此为0分；不是1分因为无办公软件等数字工具要求。,False,False
350,1,熟悉金蝶成本核算模块|全面负责成本模块的实施工作,岗位要求使用金蝶软件进行成本核算，属于数字工具辅助工作。,1,熟悉金蝶成本核算模块|有金蝶操作经验优先考虑,岗位核心是成本会计，金蝶作为财务软件辅助成本核算，移除后会计工作仍可进行，因此为1分；不是2分因为未涉及软件开发或系统实施。,False,False
351,1,负责台账的更新及日常数据运营,涉及数据运营和台账更新，但仅为辅助性数据处理。,0,,岗位职责为公共资源运营和招商，未明示要求任何数字工具或技术，因此为0分；不是1分因为无办公软件等数字工具要求。,True,False
352,0,,法务主管岗位，无AI或数字技术内容。,0,,岗位职责为法务支持，未明示要求任何数字工具或技术，因此为0分；不是1分因为无办公软件等数字工具要求。,False,False
353,0,,保险代理人岗位，无实质AI或数字技术内容。,0,,岗位职责为保险销售和综合金融，未明示要求任何数字工具或技术，因此为0分；不是1分因为无办公软件等数字工具要求。,False,False
354,0,,焊接工艺工程师，无AI或数字技术内容。,0,,岗位描述仅涉及焊接技术指导、质量检查、作业指导书编制等传统制造职责，未提及任何数字工具、信息系统、编程或AI技术。因此为0分，不是1分（无辅助数字工具要求）。,False,False
355,0,,销售代表岗位，无AI或数字技术内容。,1,准时上报公司要求递交的各种报表|准确掌握负责区域的产品相关数据,岗位核心是销售，要求使用报表和数据分析作为辅助工具，但移除这些数字工具后销售职责仍成立。因此为1分，不是0分（明确要求数据报表），也不是2分（非核心数字技术产出）。,True,False
356,2,计算机、遥感、测绘、GIS等相关专业|进行方案制作、方案论证、项目申报|编写技术方案或投标文件,岗位核心涉及GIS、遥感等软件技术，以及方案制作和招投标，软件和信息化是核心。,1,计算机、遥感、测绘、GIS等相关专业,岗位核心是售前方案支持，虽要求GIS相关专业背景，但职责描述未明确要求软件开发或AI研发，仅将GIS作为领域知识辅助售前工作。移除GIS技术后售前支持仍成立。因此为1分，不是2分（无核心数字技术开发职责）。,True,True
357,1,熟练使用OFFICE等办公软件,要求熟练使用办公软件，但核心是企业文化宣传，数字工具仅为辅助。,1,熟练使用OFFICE等办公软件,岗位核心是企业文化宣传与活动策划，要求熟练使用Office作为辅助工具，但移除后核心职责仍成立。因此为1分，不是0分（明确要求办公软件），也不是2分（非核心数字技术产出）。,False,False
358,1,能熟练运用OFFICE办公软件,要求熟练使用办公软件，但核心是客户经理业务，数字工具仅为辅助。,1,能熟练运用OFFICE办公软件,岗位核心是对公客户经理，销售与渠道维护是主要产出，要求熟练使用Office作为辅助工具。因此为1分，不是0分（明确要求办公软件），也不是2分（非核心数字技术产出）。,False,False
359,1,CAD|SolidWorks|AutoCAD,岗位标签和描述提及CAD等软件，但核心是材料工艺研发，数字工具为辅助。,1,CAD|SolidWorks|AutoCAD,岗位核心是材料工艺研发，标签中提及CAD等软件，但描述中未要求软件开发或AI，这些软件仅作为辅助设计工具。移除后工艺研发仍成立。因此为1分，不是0分（标签明确提及数字工具），也不是2分（非核心数字技术产出）。,False,False
360,1,能够熟练操作办公软件,要求熟练操作办公软件，但核心是外贸跟单，数字工具仅为辅助。,1,能够熟练操作办公软件,岗位核心是外贸跟单，要求熟练操作办公软件作为辅助工具，但移除后跟单职责仍成立。因此为1分，不是0分（明确要求办公软件），也不是2分（非核心数字技术产出）。,False,False
361,0,,人力资源助理岗位描述未提及任何数字工具或技术,0,,岗位描述仅涉及人力资源管理操作流程，未提及任何数字工具、信息系统或编程要求。因此为0分，不是1分（无辅助数字工具要求）。,False,False
362,0,,岗位为采购副经理，涉及五金行业和商务谈判，无AI或数字技术内容。,0,,岗位核心是采购管理、商务谈判和成本控制，未明示要求任何数字工具、信息系统、编程或数据分析。移除数字技术后采购职责仍成立，因此为0分，不是1分。,False,False
363,0,,会计岗位描述未明确提及使用财务软件或数字工具,0,,岗位是传统会计，职责为会计核算、报表编制和税务申报，未明示要求使用数字工具或系统。移除数字技术后会计核心产出仍成立，因此为0分，不是1分。,False,False
364,1,各类办公软件操作熟练掌握,团体客户经理要求熟练使用办公软件，属于数字工具辅助工作。,1,各类办公软件操作熟练掌握,岗位核心是保险销售和客户维护，办公软件仅作为辅助工具。移除办公软件后销售职责仍成立，因此为1分，不是0分（因明确要求办公软件）或2分（非核心数字技术）。,False,False
366,2,组织和实施软件测试项目|完成数据库应用软件的功能测试|熟悉数据库常用操作命令|了解Java语言|熟悉LINUX或UNIX系统常用命令,测试工程师岗位核心是软件测试，涉及数据库和编程，属于软件技术核心。,2,"组织和实施软件测试项目|完成数据库应用软件的功能测试|熟悉数据库常用操作命令,了解Java语言|熟悉LINUX或UNIX系统常用命令",岗位核心是软件测试，涉及数据库、编程语言和操作系统命令，属于核心数字技术。移除这些技术后测试工程师职责不成立，因此为2分，不是1分（非辅助工具）或3分（未涉及AI/ML）。,False,False
367,1,"熟练操作SAP,SRM系统、WORD、EXCEL,CAD等办公软件",采购工程师要求使用SAP等信息系统，但仅为辅助工具。,1,"熟练操作SAP,SRM系统、WORD、EXCEL,CAD等办公软件",岗位核心是采购和供应商管理，SAP、SRM、CAD等系统仅作为辅助工具使用。移除这些工具后采购职责仍成立，因此为1分，不是0分（因明确要求数字工具）或2分（非核心数字技术开发）。,False,False
368,1,ERP系统数据的维护|标准工时录入ERP系统|掌握Solidworks或Proe、CAD等办公软件使用方法,工艺工程师使用ERP系统和CAD软件，但仅为辅助工作。,1,掌握Solidworks或Proe、CAD等办公软件使用方法|ERP系统数据的维护,岗位核心是工艺工程和机械加工流程，CAD、Solidworks等软件和ERP系统仅作为辅助工具。移除这些工具后工艺工程师职责仍成立，因此为1分，不是0分（因明确要求数字工具）或2分（非核心数字技术开发）。,False,False
369,1,"跟踪微信推广效果,分析数据并改进|有PS基础",新媒体编辑涉及数据分析和简单数字工具，但仅为辅助。,1,"有PS基础,能根据新媒体内容选图、配图和简单设计|会网络视频的简单 编辑",岗位核心是新媒体内容编辑和运营，PS和视频编辑仅作为辅助工具。移除这些工具后编辑职责仍成立，因此为1分，不是0分（因明确要求数字工具）或2分（非核心数字技术开发）。,False,False
370,1,"熟练操作办公室软件系统,特别是EXCEL、WORD、PPT等",行政前台要求使用办公软件，属于数字工具辅助。,1,"熟练操作办公室软件系统,特别是EXCEL、WORD、PPT等",岗位核心是行政接待和事务处理，办公软件仅作为辅助工具。移除办公软件后行政职责仍成立，因此为1分，不是0分（因明确要求办公软件）或2分（非核心数字技术）。,False,False
371,1,熟练掌握Office办公软件,国内业务员要求使用Office办公软件，仅为辅助。,1,熟练掌握Office办公软件,岗位核心是销售业务，Office软件是辅助工具，移除后销售职责仍成立，因此为1分；不是0分因为明确要求数字工具，不是2分因为不涉及软件开发或核心数字技术。,False,False
372,0,,厨师岗位无任何AI或数字技术内容。,0,,厨师岗位描述未提及任何数字工具或技术，核心职责是烹饪，因此为0分；不是1分因为无任何数字工具要求。,False,False
373,2,原理图设计|PCB Layout设计|FPGA、ARM处理器、视频图像、以太网接口等数字电路设计|熟练Cadence(OrCAD、Allegro)设计工具,硬件工程师岗位核心是硬件设计和嵌入式技术，属于自动化/嵌入式技术核心。,2,FPGA、ARM处理器、视频图像、以太网接口等数字电路设计|熟练Cadence(OrCAD、Allegro)设计工具|硬件电路开发、测试,岗位核心是硬件开发，涉及数字电路设计、FPGA等嵌入式技术，属于核心数字技术，因此为2分；不是1分因为硬件开发是核心产出，不是3分因为未涉及AI/ML。,False,False
374,0,,招商银行客户经理为销售岗位，无AI或数字技术内容。,0,,客户经理岗位描述未提及任何数字工具或技术，核心是信用卡推广和客户服务，因此为0分；不是1分因为无明确数字工具要求。,False,False
375,1,熟悉各种办公软件操作,车代渠道销售经理要求使用办公软件，仅为辅助。,1,熟悉各种办公软件操作,岗位核心是保险渠道销售与维护，办公软件是辅助工具，移除后销售职责仍成立，因此为1分；不是0分因为明确要求办公软件，不是2分因为不涉及软件开发或核心数字技术。,False,False
376,0,,产品经理岗位描述为金融销售，无AI或数字技术内容。,0,,产品经理（理财方向）描述未提及任何数字工具或技术，核心是理财规划和销售，因此为0分；不是1分因为无明确数字工具要求。,False,False
377,0,,保安岗位无任何AI或数字技术内容。,0,,保安岗位描述未提及任何数字工具或技术，核心是人员车辆登记，因此为0分；不是1分因为无明确数字工具要求。,False,False
378,0,,岗位描述无数字技术或AI内容,0,,储备干部岗位未明示要求使用任何数字工具、编程或信息系统；专业背景不能作为正分证据；不是1分因无工具使用要求。,False,False
379,0,,岗位涉及国际业务拓展和渠道建设，无AI或数字技术内容。,0,,岗位职责为国际业务拓展、渠道建设和产品规划，未明示要求任何数字工具、信息系统、编程或AI技术。因此为0分，不是1分（无辅助数字工具要求）。,False,False
380,0,,售后专员主要负责客户服务和销售支持，无AI或数字技术内容。,0,,岗位为售后专员，职责包括理赔协助、投诉处理、续保等，未提及任何数字工具或技术使用要求。因此为0分，不是1分（无辅助数字工具要求）。,False,False
381,1,建设维护人才库,涉及信息收集和人才库维护，属于数据处理辅助工作。,0,,岗位为招聘专员，职责包括人才地图绘制、招聘执行、渠道维护等，未明示要求使用数字工具或技术。因此为0分，不是1分（无辅助数字工具要求）。,True,False
382,1,负责行业信息收集|负责公司微信公众号日常运营管理,涉及信息收集和新媒体运营，数字工具为辅助。,1,"负责公司微信公众号日常运营管理|时刻关注网络潮流动态,新媒体热门话题",岗位核心是新媒体内容编辑与运营，使用微信公众号等数字平台是辅助工具，移除后编辑工作仍成立。因此为1分，不是2分（非软件开发或系统建设），也不是0分（明确使用数字平台）。,False,False
383,0,,英语翻译岗位，无AI或数字技术内容。,0,,岗位为英语翻译，职责为翻译、资料整理等，未明示要求任何数字工具或技术。因此为0分，不是1分（无辅助数字工具要求）。,False,False
384,0,,行政经理岗位，涉及人事、行政、后勤管理，无AI或数字技术内容。,0,,岗位为行政经理，职责包括人才建设、总务管理、物业食堂等，未明示要求使用数字工具或技术。因此为0分，不是1分（无辅助数字工具要求）。,False,False
385,1,熟练掌握办公软件及用友等财务核算系统,使用财务软件和办公软件，属于数字工具辅助工作。,1,熟练掌握办公软件及用友等财务核算系统,岗位为财务会计，核心是财务核算，使用办公软件和财务系统是辅助工具，移除后财务工作仍成立。因此为1分，不是2分（非系统开发或核心数字技术），也不是0分（明确要求使用数字工具）。,False,False
386,0,,综合类管培生，未提及具体AI或数字技术内容。,0,,岗位为综合类管培生，描述仅提及专业方向（人力资源、行政等），未明示要求任何数字工具或技术。因此为0分，不是1分（无辅助数字工具要求）。,False,False
387,1,能熟练操办公软件和办公设备,要求熟练使用办公软件，属于数字工具辅助。,1,能熟练操办公软件和办公设备,岗位核心是业务跟单，办公软件仅作为辅助工具使用，移除后跟单职责仍成立，因此为1分；不是0分因为明确要求办公软件，不是2分因为不涉及软件开发或核心数字技术。,False,False
388,1,电子门禁管控熟练,涉及电子门禁系统操作，属于数字工具辅助。,1,电子门禁管控熟练,宿管员核心是宿舍管理，电子门禁是辅助工具，移除后管理职责仍成立，因此为1分；不是0分因为明确要求电子门禁操作，不是2分因为不涉及系统开发或核心数字技术。,False,False
389,1,负责对接新氧、更美、小红书等平台的图文编辑,涉及新媒体平台运营和图文编辑，数字工具为辅助。,1,"负责各新媒体平台的文案内容的编辑撰写,排版、运营|负责对接新氧、更美、小红书等平台的图文编辑",医美文案核心是内容创作，新媒体平台和图文编辑工具是辅助手段，移除后文案工作仍成立，因此为1分；不是0分因为明确使用数字平台，不是2分因为不涉及软件开发或核心数字技术。,False,False
390,0,,生产主管岗位，涉及生产管理，无AI或数字技术内容。,0,,生产主管职责为生产计划、质量控制、团队管理等，未明示要求数字工具或技术，因此为0分；不是1分因为无任何数字工具要求。,False,False
391,1,ECN、BOM的日常维护管理,涉及BOM等数据维护，属于数据处理辅助工作。,1,ECN、BOM的日常维护管理,体系主管核心是管理体系运行与审核，ECN/BOM维护是辅助性系统操作，移除后体系管理职责仍成立，因此为1分；不是0分因为明确涉及系统维护，不是2分因为不涉及系统开发或核心数字技术。,False,False
392,0,,外贸业务员，描述为“不限”，无AI或数字技术内容。,0,,外贸业务员岗位描述为“不限”，无任何数字技术要求，因此为0分；不是1分因为无证据。,False,False
393,0,,金融销售顾问，涉及金融产品销售，无AI或数字技术内容。,0,,金融销售顾问职责为销售理财产品，未明示要求数字工具或技术，因此为0分；不是1分因为无任何数字工具要求。,False,False
394,0,,项目主管，负责船舶设备现场安装管理，无AI或数字技术内容。,0,,项目主管职责为现场管理、安装指导等，未明示要求数字工具或技术，因此为0分；不是1分因为无任何数字工具要求。,False,False
395,1,CMES、水质和VOC设备日常维护保养|现场设备故障维修及数据异常处理|掌握日常办公软件操作,岗位涉及环保监测设备维护和数据异常处理，使用办公软件，但数字技术仅为辅助。,1,掌握日常办公软件操作,岗位核心职责是环保监测设备运维，办公软件仅作为辅助工具，移除后运维工作仍成立，因此为1分；未涉及软件开发或AI研发，故不是2或3分。,False,False
396,2,"使用自动化测试设备和技术|熟悉至少一种测试编程语言如labview、python,VB或C#|能够熟练使用Excel、Matlab等工具进行数据处理",岗位核心是晶圆测试，涉及自动化测试设备和编程，软件和数据处理是核心技能。,2,"使用自动化测试设备和技术|熟悉至少一种测试编程语言如labview、python,VB或C#|熟练使用Excel、Matlab等工具进行数据处理",岗位核心产出是晶圆电气性能测试与分析，涉及自动化测试设备和编程，属于核心数字技术；但未明确要求AI/ML研发，故为2分而非3分。,False,False
