canonical_id,from_score,from_evidence,from_reason,to_score,to_evidence,to_reason,score_changed,crossed_main_threshold
293,2,"熟悉JAVA编程|负责新系统、新程序的技术调研工作|按计划完成功能模块的功能设计、代码实现,代码编写和单元测试|负责公司外购软件的二次开发",岗位核心职责是软件开发与系统调研，涉及编程、代码实现和二次开发，属于核心数字技术。不是3分，因为未提及AI/ML；不是1分，因为软件开发是核心产出而非辅助工具。,2,"负责新系统、新程序的技术调研工作|按计划完成功能模块的功能设计、代码实现,代码编写和单元测试|负责公司外购软件的二次开发",明确承担软件开发、代码实现和二次开发，数字技术是岗位主要产出，移除后岗位无法成立，故为core。未出现AI/ML，不是3分。,False,False
294,0,,岗位描述仅涉及设备验证、工艺验证、质量体系等，未明示要求使用数字工具、编程或AI。不是1分，因为无任何数字工具要求。,0,,岗位涉及药品生产验证、质量体系、GMP法规，未明示任何软件、数据、信息系统、编程等数字技术对象，不能因“验证”推测数字技术。,False,False
295,0,,岗位是保险销售/规划师，描述强调销售、金融知识和团队建设，未明示要求数字工具或技术。不是1分，因为未提及任何数字工具使用。,0,,保险销售/规划岗位，描述强调销售、团队、金融知识，未明示数字工具、系统或数据技术要求，办公软件未提及。,False,False
296,0,,岗位是研发工程师，职责涉及技术信息收集、工艺研究和技术支持，但未明示要求使用数字工具、编程或AI。不是1分，因为无数字工具要求。,0,,多晶硅工艺研发，涉及化工、材料，未明示软件、数据、编程等数字技术对象；技术信息收集和报告撰写不构成数字技术核心。,False,False
297,1,各类办公软件操作熟练掌握,岗位核心是保险销售和客户维护，办公软件仅作为辅助工具。不是2分，因为软件开发或系统建设不是核心产出；不是0分，因为明确要求办公软件操作。,1,协助团队经理参与具体的线上化业务拓展、推动|各类办公软件操作熟练掌握,主要产出是保险业务拓展和客户服务，线上化业务推动和办公软件使用仅为辅助工具，移除后岗位仍成立。未达到core的技术开发或运维。,False,False
298,0,,岗位是战略规划，涉及宏观分析、投资管理和文案撰写，未明示要求数字工具或技术。不是1分，因为无数字工具要求。,0,,战略规划、投资管理、文案撰写，未明示数字技术对象；金融分析可能用工具但未明确，不能推测。,False,False
299,1,EXCEL函数使用能力|BSC应用能力|岗位技能矩阵构建能力|招聘测评工具使用能力,岗位核心是HRBP，负责招聘、人才管理等，Excel和测评工具是辅助完成HR工作的工具。不是2分，因为软件开发或系统建设不是核心产出；不是0分，因为明确要求数字工具技能。,1,EXCEL函数使用能力|BSC应用能力|岗位技能矩阵构建能力|招聘测评工具使用能力|人才盘点实施能力,HRBP岗位，主要产出是人力资源管理和业务支持，Excel、测评工具等仅为辅助完成招聘、绩效等工作，移除后岗位仍成立。,False,False
300,1,熟悉office软件及财务软件应用,岗位是财务助理，核心是日常财务工作，Office和财务软件是辅助工具。不是2分，因为软件开发或系统建设不是核心产出；不是0分，因为明确要求软件应用。,1,熟悉office软件及财务软件应用优先,财务助理实习，主要产出是日常财务事务，办公和财务软件仅为工具，移除后岗位仍成立。未涉及系统开发或运维。,False,False
301,2,"系统实施上线|系统测试|系统环境搭建以及安装|熟悉EJB、servlet,熟悉spring、struts、hibernate等开源框架|熟练使用Oracle,能使用SQLServer/DB2等数据库者优先,能熟练编写SQL、存储过程、用户自定义函数、视图、触发器",岗位核心职责是软件系统的实施、测试、部署和维护，涉及编程框架、数据库和服务器配置，属于核心数字技术（2分）。没有明确提及AI/ML研发，因此不是3分。,2,"进行系统实施上线|进行系统测试|进行系统环境搭建以及安装|完成日常维护工作|熟练使用Oracle,能使用SQLServer/DB2等数据库者优先,能熟练编写SQL、存储过程、用户自定义函数、视图、触发器",岗位职责明确承担软件系统的实施、测试、环境搭建和日常维护，属于核心数字技术交付；移除这些后岗位无法成立。任职资格中的数据库和服务器技能进一步支持。未涉及AI，故为2分而非3分。,False,False
302,0,,岗位职责为渠道销售推动、方案策划和计划追踪，未明示要求任何数字工具、信息系统或技术技能，因此为0分。不是1分，因为没有提及Office等辅助工具的使用。,0,,岗位职责为渠道销售政策制定、计划追踪和业务推动，未明示任何数字工具、系统、软件或数据要求。标签和描述均无数字技术对象，故为0分。,False,False
303,0,,岗位职责为直营门店运营管理、促销策划和门店督导，未明示要求任何数字工具或技术技能，因此为0分。不是1分，因为没有提及任何数字工具的使用。,0,,职责为市场促销策划、门店协调和日常运营督导，未提及任何数字技术对象。无软件、数据或系统要求，故为0分。,False,False
304,0,,岗位为行政专员，职责包括行政工作管理、安全消防协调、物资采购等，未明示要求使用数字工具或技术，因此为0分。不是1分，因为没有提及Office等辅助工具。,0,,行政工作管理、安全消防协调、采购等职责未明示数字技术对象。无软件、系统或数据要求，故为0分。,False,False
305,0,,岗位为销售内勤，职责是传递生产任务信息并协调跟踪，未明示要求任何数字工具或技术，因此为0分。不是1分，因为没有提及任何数字工具的使用。,0,,职责为传递市场信息、下达生产任务并跟踪完成，未提及任何数字工具或系统。无明确数字技术对象，故为0分。,False,False
306,0,,岗位为保险售后服务岗，职责包括提醒客户保单检视、信息维护、提供建议和理赔服务，未明示要求使用数字工具或技术，因此为0分。不是1分，因为没有提及任何数字工具。,0,,职责为保险续期服务、保单检视、客户信息维护和理赔服务，未明示数字技术对象。标签为业务服务类，无软件或系统要求，故为0分。,False,False
307,0,,岗位为经理助理，描述中仅提到“AI面试合格”，但这是招聘流程中的AI工具，并非岗位职责要求AI技术，岗位本身是销售/助理类，未明示要求数字工具或技术，因此为0分。不是1分，因为没有提及任何数字工具的使用。,0,,岗位描述为经理助理，提及AI面试合格，但这是招聘流程要求，非岗位职责。职责未明示任何数字技术对象，故为0分。,False,False
308,0,,岗位为市场拓展专员，职责包括市场研究、项目信息收集分析、客户开拓和合同签订，未明示要求使用数字工具或技术，因此为0分。不是1分，因为没有提及任何数字工具。,0,,职责为市场研究、项目信息收集分析、业务拓展和客户维护，未明示数字工具或系统。虽涉及信息整理，但无具体数字技术对象，故为0分。,False,False
309,1,"能熟练运用AUTOCAD,CREO等专业软件",岗位核心是产品结构设计，使用CAD/CREO是辅助设计的数字工具，移除后设计工作仍可进行但效率降低，因此为1分。不是0分因为明确要求使用专业软件；不是2分因为软件使用是辅助而非核心产出（核心是设计图纸和结构方案）。,1,"能熟练运用AUTOCAD,CREO等专业软件",岗位主要产出是机械结构设计，使用CAD/CREO作为工具辅助主业，移除后设计工作仍成立，故为auxiliary而非core。无AI相关职责。,False,False
310,0,,岗位是客户经理，职责为金融理财服务和客户维护，未明示要求任何数字工具、信息系统或编程技能。不是1分因为无任何数字工具要求。,0,,岗位职责为保险销售和客户服务，未明示任何数字工具、系统或软件要求，故为none。,False,False
311,0,,岗位是保险销售经理，职责为产品营销和售后服务，未明示要求使用数字工具或系统。不是1分因为无任何数字工具要求。,0,,岗位为保险销售经理，职责涉及产品营销和售后服务，未明示数字技术对象，故为none。,False,False
312,0,,岗位是会计，职责为财务核算和报表编制，未明示要求使用任何数字工具或系统。不是1分因为无任何数字工具要求。,0,,岗位为会计，职责包括财务核算和报表编制，但未明示任何数字工具或系统，故为none。,False,False
313,1,"熟悉各办公软件,熟悉ERP、SAP系统",岗位是会计，核心是财务工作，要求熟悉办公软件和ERP/SAP系统是辅助完成财务工作的工具，移除后财务工作仍可进行，因此为1分。不是0分因为明确要求使用数字系统；不是2分因为系统使用是辅助而非核心产出。,1,"熟悉各办公软件,熟悉ERP、SAP系统",岗位主要产出是财务会计工作，使用ERP/SAP和办公软件作为辅助工具，移除后会计主业仍成立，故为auxiliary而非core。无AI职责。,False,False
315,0,,岗位是贷款专员，职责为金融贷款咨询和客户服务，未明示要求任何数字工具或系统。不是1分因为无任何数字工具要求。,0,,岗位为贷款专员，职责为金融贷款咨询和客户服务，未明示数字技术对象，故为none。,False,False
316,0,,岗位是行政支持岗，职责为品牌宣传和党建活动，未明示要求使用数字工具或系统。标签中的“具备公众号运营经验”可能暗示数字工具，但正文未明确要求，且公众号运营可视为普通工具使用，但根据规则，证据必须来自原文连续短语，标签中的内容未在描述中体现，故不采用。不是1分因为无明确数字工具要求。,0,,岗位为行政支持岗，职责涉及品牌宣传和党建活动，未明示数字工具或系统要求，故为none。,False,False
317,1,熟练使用网络平台寻找资源,岗位是营销工程师，核心是营销和语言能力，使用网络平台是辅助寻找资源的工具，移除后营销工作仍可进行，因此为1分。不是0分因为明确要求使用网络平台；不是2分因为网络平台使用是辅助而非核心产出。,1,熟练使用网络平台寻找资源,岗位为营销工程师，主要产出是海外网络营销，使用网络平台作为工具辅助营销主业，移除后营销工作仍成立，故为auxiliary而非core。无AI职责。,False,False
318,1,熟练使用各种办公软件|按时做出统计报告,岗位核心是保险续保客服，办公软件和统计报告仅作为辅助工具，移除后客服职责仍成立，因此为1分；未涉及软件开发或AI研发，故不是2或3分。,1,可以熟练使用各种办公软件|按时做出统计报告,岗位职责为保险续保，主要产出是客户通知、保险规划和市场分析。证据显示使用办公软件和制作统计报告，属于辅助工具，移除后主业仍成立。无系统开发或数据分析核心交付，故为1而非2。,False,False
319,1,熟练使用AUTOCAD、PROE或SOLIDWORK等二维和三维绘图软件,岗位核心是机械产品设计，CAD等软件是完成设计的工具，移除后设计职责仍存在，因此为1分；未涉及软件开发或AI，故不是2或3分。,1,能熟练使用AUTOCAD、PROE或SOLIDWORK等二维和三维绘图软件,岗位为机械设计工程师，主要产出是产品设计、工艺设计等。使用CAD软件是完成机械设计的工具，移除后机械设计主业仍成立，故为辅助。无软件开发或系统运维，故非2。,False,False
320,1,熟悉运用PPT、EXCEL等常用,岗位核心是政保业务发展和客户关系维护，办公软件仅用于辅助汇报和数据分析，移除后业务职责仍成立，因此为1分；未涉及软件开发或AI，故不是2或3分。,1,熟悉运用PPT、EXCEL等常用,岗位为政保客户经理，主要产出是业务发展、市场调研和关系维护。使用PPT和Excel是辅助办公，移除后主业仍成立。无系统开发或数据分析核心交付，故为1而非2。,False,False
321,0,,岗位描述仅涉及销售策略、客户开发和市场调研，未明示要求任何数字工具、信息系统或技术技能，因此为0分；不是1分，因为无办公软件或系统使用要求。,0,,岗位为国内销售经理，职责为销售策略、客户开发和市场调研，要求机械、电气等理工科专业，但未明示任何数字工具、软件或系统。无数字技术对象，故为0。,False,False
322,1,熟练使用Solidworks、SAP、EXCEL、CAXA等软件,岗位核心是工艺编制和工装设计，软件作为辅助工具，移除后工艺职责仍成立，因此为1分；未涉及软件开发或AI，故不是2或3分。,1,熟练使用Solidworks、SAP、EXCEL、CAXA等软件,岗位为工艺工程师，主要产出是工艺文件编制、工装设计等。使用Solidworks、SAP等软件是辅助工具，移除后工艺设计主业仍成立。无软件开发或系统运维，故为1而非2。,False,False
324,1,熟练运用办公软件,岗位核心是商务管理和运营，办公软件仅用于文档和数据分析，移除后管理职责仍成立，因此为1分；未涉及软件开发或AI，故不是2或3分。,1,熟练运用办公软件,岗位为商务经理，主要产出是经营计划、客户管理、报价支持等。使用办公软件是辅助工具，移除后商务管理主业仍成立。无系统开发或数据分析核心交付，故为1而非2。,False,False
325,0,,岗位描述仅涉及车险现场查勘和理赔服务，未明示要求任何数字工具或技术技能，因此为0分；不是1分，因为无办公软件或系统使用要求。,0,,岗位为车物查勘定损岗，职责为现场查勘和损失评估，要求车辆、机械专业，但未明示任何数字工具、软件或系统。无数字技术对象，故为0。,False,False
326,2,MEMS芯片开发|MEMS产品设计开发|MEMS的封装、测试技术,岗位核心是MEMS芯片开发，涉及芯片设计、工艺和封装测试，属于核心数字技术（硬件/芯片），但未明确提及AI/ML，因此为2分；不是3分，因为无AI研发内容；不是1分，因为芯片开发是核心产出而非辅助工具。,0,,岗位为MEMS芯片开发工程师，职责涉及芯片技术对接、指标制定、工艺优化等，但MEMS芯片属于半导体工艺，未明示软件、数据、编程或数字硬件开发。无明确数字技术对象，故为0。,True,True
327,2,"规划产品硬件架构,原理图设计,PCB布局设计|关键器件的选型和测试|指导PCBlayout工程师完成布局布线|编撰产品硬件规格书,调试及测试产品原型|AI芯片公司有产品经验",岗位核心职责是硬件架构设计、原理图与PCB设计、调试测试，属于核心数字技术（硬件开发），但未涉及AI/ML算法研发，因此为2分而非3分。,2,"规划产品硬件架构,原理图设计,PCB布局设计|指导PCBlayout工程师完成布局布线|有PCIE板卡硬件设计和产品化经验优先",岗位职责明确包含PCB布局设计、PCIE板卡硬件设计等数字硬件开发交付，移除后岗位主要产出不成立，属于核心数字技术。未出现AI/ML职责，故非3分。,False,False
328,0,,岗位职责为车险线上查勘、定损、理赔咨询，未明示要求任何数字工具、编程或数据分析，因此为0分而非1分。,0,,岗位为线上查勘理赔，职责涉及事故核实、定损、咨询，未明示任何软件、数据、信息系统、编程等数字技术对象。专业背景要求车辆、机械等，不构成数字技术证据。,False,False
330,0,,岗位职责为合同起草审核、法律风险预警、合规管理等法务工作，未提及任何数字工具或技术，因此为0分而非1分。,0,,法务主管职责为合同审核、法律风险预警、合规管理等，未明示任何数字工具、系统或数据要求。文字撰写能力不构成数字技术对象。,False,False
331,1,"定期收集来料、制程、成品检验、客退处理以及设备设施、仪器仪表运行和维护的各项数据,进行统计和分析",岗位核心是质量管理，使用数据统计和分析作为辅助工具，但未涉及系统开发或高级建模，因此为1分而非2分。,1,"定期收集来料、制程、成品检验、客退处理以及设备设施、仪器仪表运行和维护的各项数据,进行统计和分析|分析各种质量数据,并根据分析数据为部门经理提供品质改善参考建议|负责每月定期编制产品质量报表",岗位主要产出是质量管理与改进，使用数据统计、报表等辅助主业，移除后质量工程师职责仍成立。未承担系统开发、数据平台等核心数字技术交付，故为1分。,False,False
332,0,,岗位职责为采购执行、供应商开发、成本控制，熟悉机加工工艺和机械图纸属于专业知识，未明示要求数字工具或技术，因此为0分而非1分。,0,,采购工程师职责为采购执行、供应商开发、成本控制，要求看懂机械图纸和机加工工艺，未明示任何软件、数据、信息系统等数字技术对象。,False,False
333,0,,岗位职责为车险理赔全流程处理、现场调查，未明示要求数字工具或技术，因此为0分而非1分。,0,,岗位为理赔服务，职责包括理赔指引、咨询、流程处理、现场调查，未明示任何数字工具、系统或数据要求。汽车专业知识不构成数字技术对象。,False,False
334,0,,岗位职责为门店商品质量复查、测试，未明示要求数字工具或技术，因此为0分而非1分。,0,,门店质量巡查岗职责为商品质量复查、结构测试等，未明示任何软件、数据、信息系统等数字技术对象。质量管理专业背景不自动构成数字技术。,False,False
335,1,会熟练使用EXCEL、Word等办公软件|会使用ERP系统工作经验者优先,岗位核心是仓库出入库作业，使用办公软件和ERP系统作为辅助工具，因此为1分而非2分。,1,会熟练使用EXCEL、Word等办公软件|会使用ERP系统工作经验者优先,仓管员主要产出为出入库、标签等仓储作业，使用Excel、ERP仅作为辅助工具，移除后岗位仍成立。未承担系统开发、运维等核心数字技术，故为1分。,False,False
336,1,熟练运用各类设计软件(如:AutoCAD/pro-e/ug/solidworks),岗位是绘图设计员，核心产出是机械设计图纸。使用CAD等设计软件是完成设计工作的工具，属于辅助数字工具，因此为1分。不是0分，因为明确要求使用专业软件；不是2分，因为岗位不是开发或运维这些软件，而是使用它们进行设计。,1,熟练运用各类设计软件(如:AutoCAD/pro-e/ug/solidworks),岗位主要产出是机械绘图设计，CAD等软件仅作为辅助工具；移除数字技术后绘图设计主业仍成立，故为auxiliary而非core。无AI相关词。,False,False
337,0,,岗位是质量经理，职责围绕质量管理体系、原材料与产品质量控制、供应商审核等，未明示要求使用数字工具、信息系统、编程或数据分析。虽然提及CNAS、TS16949等体系，但未要求使用特定软件或技术工具，因此为0分。不是1分，因为无任何数字工具要求。,0,,职责为质量管理体系建设、原材料与产品质量管控、供应商审核等，未明示任何软件、数据、信息系统等数字技术对象；仅提及质量管理体系标准，不构成数字技术证据。,False,False
338,1,智能分配精准客户,岗位是保险业务经理，核心产出是销售保险。描述中提到“智能分配精准客户”，表明使用智能系统辅助销售，但销售仍是核心职责，技术仅为辅助工具，因此为1分。不是0分，因为明确提及智能系统；不是2分，因为不涉及系统开发或核心数字技术。,0,,保险销售岗位，职责为展业、客户服务，未明示数字工具或系统要求；“智能分配精准客户”描述公司平台功能，非岗位承担的数字技术工作。,True,False
339,1,熟练应用CAD软件,岗位是技术规划经理，核心职责是技术动态研究、项目预研等。要求熟练应用CAD软件，但CAD是辅助完成技术规划的工具，并非岗位核心产出，因此为1分。不是0分，因为明确要求使用CAD；不是2分，因为岗位不是以CAD开发或设计为核心，而是使用它进行规划。,1,熟练应用CAD软件,岗位主要产出为技术规划研究、报告编制和项目预研，CAD仅作为辅助工具；移除CAD后主业仍成立，故为auxiliary而非core。无AI相关词。,False,False
340,0,,岗位是金融租赁客户经理，职责描述为通用客户经理条件，未明示要求使用数字工具、信息系统、编程或数据分析。虽然提及理工类、科技信息类专业背景，但未在岗位职责中要求具体技术技能，因此为0分。不是1分，因为无任何数字工具要求。,0,,金融租赁客户经理岗位，职责描述未提供，仅列出专业背景和基本条件，未明示任何数字技术对象。,False,False
341,1,三坐标检测实施情况的跟踪和确认,岗位核心是质量检验，三坐标检测为辅助检测工具，非核心数字技术开发；不是0分因明确使用数字检测设备；不是2分因不涉及系统开发或建模。,0,,机加巡检岗位，职责为机械加工过程检验、量具维护等，未明示软件、数据或数字控制系统；三坐标检测为物理测量，不构成数字技术证据。,True,False
342,0,,岗位是银行服务专员，职责是协助客户办理业务、推广产品，未明示要求使用数字工具、信息系统或编程。虽然工作环境在银行，但岗位描述无任何技术工具要求，因此为0分。不是1分，因为无数字工具要求。,0,,银行大堂服务专员，职责为协助办理信用卡、储蓄卡及产品推广，未明示任何数字工具或系统要求。,False,False
343,1,立足APP、微信、微博、论坛等与金融财经有关的互联网、新媒体运营平台,岗位是新媒体渠道总监/经理，核心职责是渠道合作与业务开发。要求立足APP、微信等新媒体平台，这些是开展业务的工具，属于辅助数字工具，因此为1分。不是0分，因为明确要求使用新媒体平台；不是2分，因为岗位不是开发或运维这些平台，而是使用它们进行营销。,1,主要立足APP、微信、微博、论坛等与金融财经有关的互联网、新媒体运营平台,岗位主要产出是渠道合作与业务开发，使用新媒体平台作为营销工具；移除平台操作后营销主业仍成立，故为auxiliary而非core。无AI相关词。,False,False
344,1,"熟练使用办公软件,具备基本的网络知识",岗位核心是人力资源事务，办公软件和网络知识仅作为辅助工具，移除后岗位主要产出仍成立，因此为1分；未涉及软件开发或AI研发，故不是2或3分。,1,"熟练使用办公软件,具备基本的网络知识",岗位职责为人力资源，数字技术仅要求办公软件和基本网络知识作为辅助工具，移除后主业仍成立，故为auxiliary。无AI内容。,False,False
346,2,协助AI项目推进,岗位职责包含协助AI项目推进，但核心是质量工程，AI仅为协助推进，未明确要求AI研发，因此为2分；不是1分因为涉及AI项目推进，不是3分因为未明确AI/ML研发职责。,1,协助AI项目推进,岗位主要产出是质量管理，数字技术仅体现为协助AI项目推进，未承担模型、数据或系统技术工作，故为auxiliary。无严格AI职责。,True,True
348,0,,岗位职责为政府事务和医保准入，未明示要求任何数字工具、信息系统或技术，因此为0分；不是1分因为无办公软件等数字工具要求。,0,,岗位职责为政府事务和医保准入，未明示任何数字技术对象，故为none。,False,False
349,0,,岗位职责为政府事务和医保准入，未明示要求任何数字工具、信息系统或技术，因此为0分；不是1分因为无办公软件等数字工具要求。,0,,岗位职责为政府事务和医保准入，未明示任何数字技术对象，故为none。,False,False
350,1,熟悉金蝶成本核算模块|有金蝶操作经验优先考虑,岗位核心是成本会计，金蝶作为财务软件辅助成本核算，移除后会计工作仍可进行，因此为1分；不是2分因为未涉及软件开发或系统实施。,1,熟悉金蝶成本核算模块|有金蝶操作经验优先考虑,岗位主要产出是成本会计，使用金蝶软件作为工具辅助核算，移除后主业仍成立，故为auxiliary。无AI内容。,False,False
351,0,,岗位职责为公共资源运营和招商，未明示要求任何数字工具或技术，因此为0分；不是1分因为无办公软件等数字工具要求。,1,负责台账的更新及日常数据运营,岗位主要产出是公共资源运营管理，台账更新和日常数据运营为辅助性数据工作，移除后主业仍成立，故为auxiliary。无AI内容。,True,False
352,0,,岗位职责为法务支持，未明示要求任何数字工具或技术，因此为0分；不是1分因为无办公软件等数字工具要求。,0,,岗位职责为法务工作，未明示任何数字技术对象，故为none。,False,False
353,0,,岗位职责为保险销售和综合金融，未明示要求任何数字工具或技术，因此为0分；不是1分因为无办公软件等数字工具要求。,0,,岗位为保险销售，职责和任职要求均未明示数字技术对象，仅提及金融产品和服务，故为none。,False,False
354,0,,岗位描述仅涉及焊接技术指导、质量检查、作业指导书编制等传统制造职责，未提及任何数字工具、信息系统、编程或AI技术。因此为0分，不是1分（无辅助数字工具要求）。,0,,岗位职责为焊接技术指导、质量检查和作业指导书编制，未明示任何软件、数据、信息系统、编程或数字控制等数字技术对象。焊接工艺本身属于物理工艺，不自动构成数字技术。,False,False
355,1,准时上报公司要求递交的各种报表|准确掌握负责区域的产品相关数据,岗位核心是销售，要求使用报表和数据分析作为辅助工具，但移除这些数字工具后销售职责仍成立。因此为1分，不是0分（明确要求数据报表），也不是2分（非核心数字技术产出）。,1,"及时、准确执行报告系统|准时上报公司要求递交的各种报表,准确掌握负责区域的产品相关数据",岗位主要产出是销售和客户关系，数字技术仅用于报告系统和数据报表等辅助工作。移除这些数字工具后，销售主业仍成立。未承担系统开发、数据分析或运维等核心数字技术工作。,False,False
356,1,计算机、遥感、测绘、GIS等相关专业,岗位核心是售前方案支持，虽要求GIS相关专业背景，但职责描述未明确要求软件开发或AI研发，仅将GIS作为领域知识辅助售前工作。移除GIS技术后售前支持仍成立。因此为1分，不是2分（无核心数字技术开发职责）。,2,"负责依据用户需求,进行方案制作、方案论证、项目申报等|负责项目技术方案评审和招投标,编写技术方案或投标文件|计算机、遥感、测绘、GIS等相关专业",岗位产出为售前技术方案，数字技术（GIS/遥感等）是方案核心内容，移除后无法完成方案交付，故为core。,True,True
357,1,熟练使用OFFICE等办公软件,岗位核心是企业文化宣传与活动策划，要求熟练使用Office作为辅助工具，但移除后核心职责仍成立。因此为1分，不是0分（明确要求办公软件），也不是2分（非核心数字技术产出）。,1,熟练使用OFFICE等办公软件,岗位主要产出是企业文化宣传和活动策划，办公软件仅作为工具辅助文档处理。移除Office后，文化策划主业仍成立。未承担系统开发、数据分析或运维等核心数字技术工作。,False,False
358,1,能熟练运用OFFICE办公软件,岗位核心是对公客户经理，销售与渠道维护是主要产出，要求熟练使用Office作为辅助工具。因此为1分，不是0分（明确要求办公软件），也不是2分（非核心数字技术产出）。,1,能熟练运用OFFICE办公软件,岗位主要产出是客户拓展和业务获取，办公软件仅用于日常办公辅助。移除Office后，销售主业仍成立。未承担系统开发、数据分析或运维等核心数字技术工作。,False,False
359,1,CAD|SolidWorks|AutoCAD,岗位核心是材料工艺研发，标签中提及CAD等软件，但描述中未要求软件开发或AI，这些软件仅作为辅助设计工具。移除后工艺研发仍成立。因此为1分，不是0分（标签明确提及数字工具），也不是2分（非核心数字技术产出）。,0,,岗位职责为钛合金研发和工艺编制，属于材料工程。标签中的CAD/SolidWorks/AutoCAD仅出现在标签，未在岗位职责中明示使用，且即使使用也仅为辅助设计工具，但正文无任何数字技术对象。故判为none。,True,False
360,1,能够熟练操作办公软件,岗位核心是外贸跟单，要求熟练操作办公软件作为辅助工具，但移除后跟单职责仍成立。因此为1分，不是0分（明确要求办公软件），也不是2分（非核心数字技术产出）。,1,能够熟练操作办公软件,岗位主要产出是外贸跟单和客户沟通，办公软件仅用于文档处理等辅助工作。移除办公软件后，跟单主业仍成立。未承担系统开发、数据分析或运维等核心数字技术工作。,False,False
361,0,,岗位描述仅涉及人力资源管理操作流程，未提及任何数字工具、信息系统或编程要求。因此为0分，不是1分（无辅助数字工具要求）。,0,,岗位职责为人力资源管理操作，未明示任何软件、数据、信息系统或数字技术对象。标签中的“招聘”等不构成数字技术证据。,False,False
362,0,,岗位核心是采购管理、商务谈判和成本控制，未明示要求任何数字工具、信息系统、编程或数据分析。移除数字技术后采购职责仍成立，因此为0分，不是1分。,0,,岗位为蚀刻采购副经理，职责涉及五金原材料采购、商务谈判和成本管理，原文未明示任何软件、数据、信息系统、编程或数字硬件等数字技术对象，因此technology_role为none，score为0。,False,False
363,0,,岗位是传统会计，职责为会计核算、报表编制和税务申报，未明示要求使用数字工具或系统。移除数字技术后会计核心产出仍成立，因此为0分，不是1分。,0,,岗位职责为会计核算、报表编制、凭证归档、税务申报等传统财务工作，未明示任何软件、数据、信息系统、编程等数字技术对象。任职要求中的财务分析能力不构成数字技术交付。因此 technology_role 为 none，score 为 0。,False,False
364,1,各类办公软件操作熟练掌握,岗位核心是保险销售和客户维护，办公软件仅作为辅助工具。移除办公软件后销售职责仍成立，因此为1分，不是0分（因明确要求办公软件）或2分（非核心数字技术）。,1,各类办公软件操作熟练掌握,岗位职责为团体保险销售与客户服务，数字技术对象仅为任职资格中的“办公软件操作熟练掌握”，属于辅助工具，移除后销售主业仍成立，故为auxiliary；无AI相关职责。,False,False
366,2,"组织和实施软件测试项目|完成数据库应用软件的功能测试|熟悉数据库常用操作命令,了解Java语言|熟悉LINUX或UNIX系统常用命令",岗位核心是软件测试，涉及数据库、编程语言和操作系统命令，属于核心数字技术。移除这些技术后测试工程师职责不成立，因此为2分，不是1分（非辅助工具）或3分（未涉及AI/ML）。,2,"组织和实施软件测试项目|完成数据库应用软件的功能测试|跟踪分析测试情况,解决测试过程遇到的问题",岗位职责明确承担软件测试项目、数据库应用软件功能测试和问题分析，数字技术对象为软件和数据库。移除这些测试任务后岗位主要产出不成立，故为core。未出现AI/ML职责，strict_ai为false。与auxiliary的边界在于测试是核心交付而非辅助工具。,False,False
367,1,"熟练操作SAP,SRM系统、WORD、EXCEL,CAD等办公软件",岗位核心是采购和供应商管理，SAP、SRM、CAD等系统仅作为辅助工具使用。移除这些工具后采购职责仍成立，因此为1分，不是0分（因明确要求数字工具）或2分（非核心数字技术开发）。,1,"熟练操作SAP,SRM系统、WORD、EXCEL,CAD等办公软件",数字对象为SAP/SRM等系统及办公软件，但仅用于采购主业，移除后岗位仍是采购工程师，故为auxiliary。无AI相关词。,False,False
368,1,掌握Solidworks或Proe、CAD等办公软件使用方法|ERP系统数据的维护,岗位核心是工艺工程和机械加工流程，CAD、Solidworks等软件和ERP系统仅作为辅助工具。移除这些工具后工艺工程师职责仍成立，因此为1分，不是0分（因明确要求数字工具）或2分（非核心数字技术开发）。,1,ERP系统数据的维护|标准工时录入ERP系统|掌握Solidworks或Proe、CAD等办公软件使用方法,数字对象为ERP系统维护和CAD软件使用，但岗位主要产出是机械加工工艺优化、报价和制程改善，移除数字技术后工艺工程师主业仍成立，故为辅助。ERP维护是数据录入而非系统开发运维，CAD仅作为机械设计工具，未达到核心数字技术交付。,False,False
369,1,"有PS基础,能根据新媒体内容选图、配图和简单设计|会网络视频的简单 编辑",岗位核心是新媒体内容编辑和运营，PS和视频编辑仅作为辅助工具。移除这些工具后编辑职责仍成立，因此为1分，不是0分（因明确要求数字工具）或2分（非核心数字技术开发）。,1,"跟踪微信推广效果,分析数据并改进|有PS基础,能根据新媒体内容选图、配图和简单设计;会网络视频的简单 编辑",岗位主业是新媒体内容编辑与运营，数字技术仅作为辅助工具：使用PS和视频编辑软件进行简单设计，以及分析微信推广数据以改进内容，移除这些数字工具后，内容创作和运营的主要产出仍成立。未涉及系统开发、算法或AI，故为1分而非2分。,False,False
370,1,"熟练操作办公室软件系统,特别是EXCEL、WORD、PPT等",岗位核心是行政接待和事务处理，办公软件仅作为辅助工具。移除办公软件后行政职责仍成立，因此为1分，不是0分（因明确要求办公软件）或2分（非核心数字技术）。,1,"熟练操作办公室软件系统,特别是EXCEL、WORD、PPT等",岗位职责为行政前台接待、仓库管理、快递结算等非数字主业；任职资格要求熟练使用Office软件，但仅作为辅助工具完成行政工作，移除后岗位主要产出仍成立，故为auxiliary。未出现AI相关词。,False,False
