canonical_id,score,evidence,reason,confidence,model,prompt_version,schema_version,prompt_fingerprint,stage,thinking,content_hash,label_status,input_tokens,output_tokens,primary_score,audit_score
319,1,熟练使用AUTOCAD、PROE或SOLIDWORK等二维和三维绘图软件,岗位核心是机械产品设计，CAD等软件是完成设计的工具，移除后设计职责仍存在，因此为1分；未涉及软件开发或AI，故不是2或3分。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,057e2fbdb551b06443d693fc3a88e9a3f0cfdcf0f5ac1fa0c0e6d05ee224aa37,llm_primary,2926,788,1,
320,1,熟悉运用PPT、EXCEL等常用,岗位核心是政保业务发展和客户关系维护，办公软件仅用于辅助汇报和数据分析，移除后业务职责仍成立，因此为1分；未涉及软件开发或AI，故不是2或3分。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,789588198f6aa4383f0f9cbecd00f7ec697667c1fe795f48932290c6989d46bf,llm_primary,2926,788,1,
321,0,,岗位描述仅涉及销售策略、客户开发和市场调研，未明示要求任何数字工具、信息系统或技术技能，因此为0分；不是1分，因为无办公软件或系统使用要求。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,36080a5aca622781a4c1bcea7fa56f611ba73fd60f5c4283cbd509e288cb1cbe,llm_primary,2926,788,0,
322,1,熟练使用Solidworks、SAP、EXCEL、CAXA等软件,岗位核心是工艺编制和工装设计，软件作为辅助工具，移除后工艺职责仍成立，因此为1分；未涉及软件开发或AI，故不是2或3分。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,5f6c7e3fa4513917a7bd76df9d0d346482db2381ec75d2616feaf9db3f8fb18f,llm_primary,2926,788,1,
324,1,熟练运用办公软件,岗位核心是商务管理和运营，办公软件仅用于文档和数据分析，移除后管理职责仍成立，因此为1分；未涉及软件开发或AI，故不是2或3分。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,b52cddf896653ed5efc50bee9ddc795ad75a42c2511a411a2be890d6f1c6532d,llm_primary,2926,788,1,
325,0,,岗位描述仅涉及车险现场查勘和理赔服务，未明示要求任何数字工具或技术技能，因此为0分；不是1分，因为无办公软件或系统使用要求。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,6b3ff5533607a4f1abbd53db6a6e951014a3337c3af341d050063fa6950becbb,llm_primary,2926,788,0,
326,2,MEMS芯片开发|MEMS产品设计开发|MEMS的封装、测试技术,岗位核心是MEMS芯片开发，涉及芯片设计、工艺和封装测试，属于核心数字技术（硬件/芯片），但未明确提及AI/ML，因此为2分；不是3分，因为无AI研发内容；不是1分，因为芯片开发是核心产出而非辅助工具。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,6d0f5965f3b4c5c4f334108d207903de90a73ae3e79d7e6f40d0d46f30ae6f55,llm_primary,2926,788,2,2.0
327,2,"规划产品硬件架构,原理图设计,PCB布局设计|关键器件的选型和测试|指导PCBlayout工程师完成布局布线|编撰产品硬件规格书,调试及测试产品原型|AI芯片公司有产品经验",岗位核心职责是硬件架构设计、原理图与PCB设计、调试测试，属于核心数字技术（硬件开发），但未涉及AI/ML算法研发，因此为2分而非3分。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,35d65286b6c78a3f6ad45f91cd449c2ba49c64e3abf1c1692547355f6e4a1f74,llm_primary,3237,702,2,2.0
328,0,,岗位职责为车险线上查勘、定损、理赔咨询，未明示要求任何数字工具、编程或数据分析，因此为0分而非1分。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,90d6ae0450845a7e13f47883d4f088905701f9e95ecf85dba61c01ccbf7ca044,llm_primary,3237,702,0,
330,0,,岗位职责为合同起草审核、法律风险预警、合规管理等法务工作，未提及任何数字工具或技术，因此为0分而非1分。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,26dff7dce244a16f105a55b79d1fa6603d219144ed338217de47638e8a23e599,llm_primary,3237,702,0,0.0
331,1,"定期收集来料、制程、成品检验、客退处理以及设备设施、仪器仪表运行和维护的各项数据,进行统计和分析",岗位核心是质量管理，使用数据统计和分析作为辅助工具，但未涉及系统开发或高级建模，因此为1分而非2分。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,eb66d122771540ae9c20e3b494cf6973bd2e1282685db35e7783405e7ec25c2d,llm_primary,3237,702,1,
332,0,,岗位职责为采购执行、供应商开发、成本控制，熟悉机加工工艺和机械图纸属于专业知识，未明示要求数字工具或技术，因此为0分而非1分。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,bc8a4b54ca1b7a0ff519a2b5336919a27044ea2dd9ad71f6fa74bab6f9f82e9f,llm_primary,3237,702,0,
333,0,,岗位职责为车险理赔全流程处理、现场调查，未明示要求数字工具或技术，因此为0分而非1分。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,1921ad1c924e8af2d294f3dce70fe5842163f3b45a0a84f8c6837027e5dc75d2,llm_primary,3237,702,0,0.0
334,0,,岗位职责为门店商品质量复查、测试，未明示要求数字工具或技术，因此为0分而非1分。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,ec306a14d5d29588e8eb0fafc3ce9bba62e6fd02561f5ddc6bc8a68f80f7745b,llm_primary,3237,702,0,
335,1,会熟练使用EXCEL、Word等办公软件|会使用ERP系统工作经验者优先,岗位核心是仓库出入库作业，使用办公软件和ERP系统作为辅助工具，因此为1分而非2分。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,d05325a18a5bb863a79aa0c6b64c1f9e6a35373b80505320ee5c22279cf31963,llm_primary,3237,702,1,
336,1,熟练运用各类设计软件(如:AutoCAD/pro-e/ug/solidworks),岗位是绘图设计员，核心产出是机械设计图纸。使用CAD等设计软件是完成设计工作的工具，属于辅助数字工具，因此为1分。不是0分，因为明确要求使用专业软件；不是2分，因为岗位不是开发或运维这些软件，而是使用它们进行设计。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,0e3275b96f61a4640d0e833b15099f900c0a4a3d95f370b2506a27903bbaacb3,llm_primary,3123,938,1,
337,0,,岗位是质量经理，职责围绕质量管理体系、原材料与产品质量控制、供应商审核等，未明示要求使用数字工具、信息系统、编程或数据分析。虽然提及CNAS、TS16949等体系，但未要求使用特定软件或技术工具，因此为0分。不是1分，因为无任何数字工具要求。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,1c4a2f346dc40af9efaed6baaadb5d2d84cc247c991399fd36fd5eac3ae154f8,llm_primary,3123,938,0,
338,1,智能分配精准客户,岗位是保险业务经理，核心产出是销售保险。描述中提到“智能分配精准客户”，表明使用智能系统辅助销售，但销售仍是核心职责，技术仅为辅助工具，因此为1分。不是0分，因为明确提及智能系统；不是2分，因为不涉及系统开发或核心数字技术。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,ebd158520e5a5920502deca00e5cae5bcc5b19fd8b212b8bcbc8d95e7dff0139,llm_primary,3123,938,1,
339,1,熟练应用CAD软件,岗位是技术规划经理，核心职责是技术动态研究、项目预研等。要求熟练应用CAD软件，但CAD是辅助完成技术规划的工具，并非岗位核心产出，因此为1分。不是0分，因为明确要求使用CAD；不是2分，因为岗位不是以CAD开发或设计为核心，而是使用它进行规划。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,4ef23bd033b74318bf9604dd9016107bf102608bbd6c8c112c6ed91455389514,llm_primary,3123,938,1,1.0
340,0,,岗位是金融租赁客户经理，职责描述为通用客户经理条件，未明示要求使用数字工具、信息系统、编程或数据分析。虽然提及理工类、科技信息类专业背景，但未在岗位职责中要求具体技术技能，因此为0分。不是1分，因为无任何数字工具要求。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,18616d3a3c4d0a46d7988597886c72b4586a4c0fc10d573c2965836ad4291ba2,llm_primary,3123,938,0,
341,1,三坐标检测实施情况的跟踪和确认,岗位核心是质量检验，三坐标检测为辅助检测工具，非核心数字技术开发；不是0分因明确使用数字检测设备；不是2分因不涉及系统开发或建模。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,4c05438d70cee30a5e7d93749c9d80f392393cd2c8e678942c3c881fa8bb5b80,llm_adjudicated,3123,938,1,0.0
342,0,,岗位是银行服务专员，职责是协助客户办理业务、推广产品，未明示要求使用数字工具、信息系统或编程。虽然工作环境在银行，但岗位描述无任何技术工具要求，因此为0分。不是1分，因为无数字工具要求。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,425455960df7920bf00e8c9bfcd24386e098d380c0af49ce0ffead2b35611e38,llm_primary,3123,938,0,
343,1,立足APP、微信、微博、论坛等与金融财经有关的互联网、新媒体运营平台,岗位是新媒体渠道总监/经理，核心职责是渠道合作与业务开发。要求立足APP、微信等新媒体平台，这些是开展业务的工具，属于辅助数字工具，因此为1分。不是0分，因为明确要求使用新媒体平台；不是2分，因为岗位不是开发或运维这些平台，而是使用它们进行营销。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,9bb02b40b60918a0ee4225d2b07bcc8858b1d17f21e19796eadf4a17c9aa2601,llm_primary,3123,938,1,
344,1,"熟练使用办公软件,具备基本的网络知识",岗位核心是人力资源事务，办公软件和网络知识仅作为辅助工具，移除后岗位主要产出仍成立，因此为1分；未涉及软件开发或AI研发，故不是2或3分。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,41dea935adafc08fd6fd297f5a5adfbfffbe55c22a9733620b02f6ebce9ffab0,llm_primary,4287,680,1,
346,2,协助AI项目推进,岗位职责包含协助AI项目推进，但核心是质量工程，AI仅为协助推进，未明确要求AI研发，因此为2分；不是1分因为涉及AI项目推进，不是3分因为未明确AI/ML研发职责。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,c6a448509402959c33db8634de33bca1cf364531c78e66646f39ace37f60da9f,llm_primary,4287,680,2,2.0
348,0,,岗位职责为政府事务和医保准入，未明示要求任何数字工具、信息系统或技术，因此为0分；不是1分因为无办公软件等数字工具要求。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,2d49a979661e30444fcac2c031dc7ac3e5fdc646f2a452734d532fc954280e17,llm_primary,4287,680,0,
349,0,,岗位职责为政府事务和医保准入，未明示要求任何数字工具、信息系统或技术，因此为0分；不是1分因为无办公软件等数字工具要求。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,4fb830b4b7dfa2b0321c74a0ad0095b19d8f3b09da9a7ec9a3fcb560370e07fa,llm_primary,4287,680,0,0.0
350,1,熟悉金蝶成本核算模块|有金蝶操作经验优先考虑,岗位核心是成本会计，金蝶作为财务软件辅助成本核算，移除后会计工作仍可进行，因此为1分；不是2分因为未涉及软件开发或系统实施。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,b16d22267d0991f21c765a725ea3c8b4d085c855394fa4138be1db9f11555bb9,llm_primary,4287,680,1,
351,0,,岗位职责为公共资源运营和招商，未明示要求任何数字工具或技术，因此为0分；不是1分因为无办公软件等数字工具要求。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,13940b7dd1750cedddebc4f4430fd7a38c161d5c8f9b7cb11fe2c073c634582b,llm_primary,4287,680,0,
352,0,,岗位职责为法务支持，未明示要求任何数字工具或技术，因此为0分；不是1分因为无办公软件等数字工具要求。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,17db64a4c80eb6570be24611697e607028cf2f9a2900092305e01d520f47d634,llm_primary,4287,680,0,
353,0,,岗位职责为保险销售和综合金融，未明示要求任何数字工具或技术，因此为0分；不是1分因为无办公软件等数字工具要求。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,698ffdcd36f31b91729e50fd44540dd8006396b759207ae7705131430f3ddc65,llm_primary,4287,680,0,
354,0,,岗位描述仅涉及焊接技术指导、质量检查、作业指导书编制等传统制造职责，未提及任何数字工具、信息系统、编程或AI技术。因此为0分，不是1分（无辅助数字工具要求）。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,50c5ef7a0a5b634b589636de953f70762aa00019b8bcbb0f068c884c8cdd087d,llm_primary,2908,809,0,
355,1,准时上报公司要求递交的各种报表|准确掌握负责区域的产品相关数据,岗位核心是销售，要求使用报表和数据分析作为辅助工具，但移除这些数字工具后销售职责仍成立。因此为1分，不是0分（明确要求数据报表），也不是2分（非核心数字技术产出）。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,ed00f005ed01a1846ab92947c2b6af0d1b278a742c97dae40608710a35174341,llm_primary,2908,809,1,
356,1,计算机、遥感、测绘、GIS等相关专业,岗位核心是售前方案支持，虽要求GIS相关专业背景，但职责描述未明确要求软件开发或AI研发，仅将GIS作为领域知识辅助售前工作。移除GIS技术后售前支持仍成立。因此为1分，不是2分（无核心数字技术开发职责）。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,546144c380ade4cacfd9786675f76e373568cbf981888a82e9a2292e978d1de8,llm_primary,2908,809,1,
357,1,熟练使用OFFICE等办公软件,岗位核心是企业文化宣传与活动策划，要求熟练使用Office作为辅助工具，但移除后核心职责仍成立。因此为1分，不是0分（明确要求办公软件），也不是2分（非核心数字技术产出）。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,088a905cbf6fc55d720305ffa52825f9a7912bc6e447333601501e6352e8540b,llm_primary,2908,809,1,
358,1,能熟练运用OFFICE办公软件,岗位核心是对公客户经理，销售与渠道维护是主要产出，要求熟练使用Office作为辅助工具。因此为1分，不是0分（明确要求办公软件），也不是2分（非核心数字技术产出）。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,6fa834472bb42e6a32cf8f52558fb093a5c36f976cce2fb1a93a19375f7b18d6,llm_primary,2908,809,1,1.0
359,1,CAD|SolidWorks|AutoCAD,岗位核心是材料工艺研发，标签中提及CAD等软件，但描述中未要求软件开发或AI，这些软件仅作为辅助设计工具。移除后工艺研发仍成立。因此为1分，不是0分（标签明确提及数字工具），也不是2分（非核心数字技术产出）。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,a1b41bdef68d037cbae24c4383f06fec6654b02e5ae04dbfa5dbe0b4558f1e31,llm_primary,2908,809,1,
360,1,能够熟练操作办公软件,岗位核心是外贸跟单，要求熟练操作办公软件作为辅助工具，但移除后跟单职责仍成立。因此为1分，不是0分（明确要求办公软件），也不是2分（非核心数字技术产出）。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,92a7e82b34afb154bdfc48153c27be166b6a1bd64fa2aba06294b54530616012,llm_primary,2908,809,1,
361,0,,岗位描述仅涉及人力资源管理操作流程，未提及任何数字工具、信息系统或编程要求。因此为0分，不是1分（无辅助数字工具要求）。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,dba89a0860921678c2090226532e875ea044250c0b69592ae8750e1f87cdbe94,llm_primary,2908,809,0,
362,0,,岗位核心是采购管理、商务谈判和成本控制，未明示要求任何数字工具、信息系统、编程或数据分析。移除数字技术后采购职责仍成立，因此为0分，不是1分。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,42b5829305157444d2e0aae0f3dd8c54b4ab322fb129b69a391810b7f18dcfcd,llm_primary,3005,876,0,
363,0,,岗位是传统会计，职责为会计核算、报表编制和税务申报，未明示要求使用数字工具或系统。移除数字技术后会计核心产出仍成立，因此为0分，不是1分。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,c7e261547008fde4f5022d5216caae40fff74abbc24cf04eefa6715a418e71a3,llm_primary,3005,876,0,0.0
364,1,各类办公软件操作熟练掌握,岗位核心是保险销售和客户维护，办公软件仅作为辅助工具。移除办公软件后销售职责仍成立，因此为1分，不是0分（因明确要求办公软件）或2分（非核心数字技术）。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,b9291768b69cb62966e4270b161d009dad649068222f755c3d6c8f0984676f42,llm_primary,3005,876,1,
366,2,"组织和实施软件测试项目|完成数据库应用软件的功能测试|熟悉数据库常用操作命令,了解Java语言|熟悉LINUX或UNIX系统常用命令",岗位核心是软件测试，涉及数据库、编程语言和操作系统命令，属于核心数字技术。移除这些技术后测试工程师职责不成立，因此为2分，不是1分（非辅助工具）或3分（未涉及AI/ML）。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,2b7abd1f4e67906392e46cafe5e592b6a0c2418587a0852cdca281623299214c,llm_primary,3005,876,2,
367,1,"熟练操作SAP,SRM系统、WORD、EXCEL,CAD等办公软件",岗位核心是采购和供应商管理，SAP、SRM、CAD等系统仅作为辅助工具使用。移除这些工具后采购职责仍成立，因此为1分，不是0分（因明确要求数字工具）或2分（非核心数字技术开发）。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,963670abb13a3775124e97ebb4077226e1e5fb74959ff38d6e91771768e456e6,llm_primary,3005,876,1,
368,1,掌握Solidworks或Proe、CAD等办公软件使用方法|ERP系统数据的维护,岗位核心是工艺工程和机械加工流程，CAD、Solidworks等软件和ERP系统仅作为辅助工具。移除这些工具后工艺工程师职责仍成立，因此为1分，不是0分（因明确要求数字工具）或2分（非核心数字技术开发）。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,b859d91d14282e15107cdc28d2462425359427c78772bd3195673b0adb6f8763,llm_primary,3005,876,1,1.0
369,1,"有PS基础,能根据新媒体内容选图、配图和简单设计|会网络视频的简单 编辑",岗位核心是新媒体内容编辑和运营，PS和视频编辑仅作为辅助工具。移除这些工具后编辑职责仍成立，因此为1分，不是0分（因明确要求数字工具）或2分（非核心数字技术开发）。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,f2e36a5fcbb009e3d024e27f6093f5ddf60e3c73c2427ea9bdc98e119289b6e0,llm_primary,3005,876,1,
370,1,"熟练操作办公室软件系统,特别是EXCEL、WORD、PPT等",岗位核心是行政接待和事务处理，办公软件仅作为辅助工具。移除办公软件后行政职责仍成立，因此为1分，不是0分（因明确要求办公软件）或2分（非核心数字技术）。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,2134ddb23ff81728be52d749da43c72ad56b7127f2de3ddeed985e5c27e9ba19,llm_primary,3005,876,1,
371,1,熟练掌握Office办公软件,岗位核心是销售业务，Office软件是辅助工具，移除后销售职责仍成立，因此为1分；不是0分因为明确要求数字工具，不是2分因为不涉及软件开发或核心数字技术。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,8cd9d437cc8c6f6e88a956d769d183d498165d270445d06d4d0ab92ee4332718,llm_primary,2661,736,1,
372,0,,厨师岗位描述未提及任何数字工具或技术，核心职责是烹饪，因此为0分；不是1分因为无任何数字工具要求。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,c0f50bfc4c6a04a4e525d91b5d1c9a314384c85bd0ba6ee7d2fa35d6e3ced166,llm_primary,2661,736,0,
373,2,FPGA、ARM处理器、视频图像、以太网接口等数字电路设计|熟练Cadence(OrCAD、Allegro)设计工具|硬件电路开发、测试,岗位核心是硬件开发，涉及数字电路设计、FPGA等嵌入式技术，属于核心数字技术，因此为2分；不是1分因为硬件开发是核心产出，不是3分因为未涉及AI/ML。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,1848b26904d6e2954a073bdbe33dd984056172adac618c3598779153bb3350c4,llm_primary,2661,736,2,2.0
374,0,,客户经理岗位描述未提及任何数字工具或技术，核心是信用卡推广和客户服务，因此为0分；不是1分因为无明确数字工具要求。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,3db277687f784e065b5838321a10d05c4865c70b57f6f0f821d5854a69cf389c,llm_primary,2661,736,0,
375,1,熟悉各种办公软件操作,岗位核心是保险渠道销售与维护，办公软件是辅助工具，移除后销售职责仍成立，因此为1分；不是0分因为明确要求办公软件，不是2分因为不涉及软件开发或核心数字技术。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,525361792125563b28881609b5e5648475e124974271488422dd633175b8557b,llm_primary,2661,736,1,
376,0,,产品经理（理财方向）描述未提及任何数字工具或技术，核心是理财规划和销售，因此为0分；不是1分因为无明确数字工具要求。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,cd06ad986656e69729092974f0fd61287ce82e747496763390d365159f3013b4,llm_primary,2661,736,0,
377,0,,保安岗位描述未提及任何数字工具或技术，核心是人员车辆登记，因此为0分；不是1分因为无明确数字工具要求。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,15a1fcde1b3f0d114cc74d13d31741089757791cdbd34007c070cec88f7c839a,llm_primary,2661,736,0,
378,0,,储备干部岗位未明示要求使用任何数字工具、编程或信息系统；专业背景不能作为正分证据；不是1分因无工具使用要求。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,35da806f83b81ad6942eb897cf3eb43b6c3d623fa3de0208ef35f3212ef8f950,llm_adjudicated,2661,736,1,0.0
379,0,,岗位职责为国际业务拓展、渠道建设和产品规划，未明示要求任何数字工具、信息系统、编程或AI技术。因此为0分，不是1分（无辅助数字工具要求）。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,d98f0511064b8e5ed6abaedbe85b00069726859b74ae52a17573322aa55cc7a3,llm_primary,2929,713,0,
380,0,,岗位为售后专员，职责包括理赔协助、投诉处理、续保等，未提及任何数字工具或技术使用要求。因此为0分，不是1分（无辅助数字工具要求）。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,578a956a920c92eab1f75d67402098d52a5081fecbbce6e09407ef0dc79dbdb5,llm_primary,2929,713,0,
381,0,,岗位为招聘专员，职责包括人才地图绘制、招聘执行、渠道维护等，未明示要求使用数字工具或技术。因此为0分，不是1分（无辅助数字工具要求）。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,92bad5fdea7012843e04962c9b424043d67709be968e2bf8b563a7d934c6bb8c,llm_primary,2929,713,0,
382,1,"负责公司微信公众号日常运营管理|时刻关注网络潮流动态,新媒体热门话题",岗位核心是新媒体内容编辑与运营，使用微信公众号等数字平台是辅助工具，移除后编辑工作仍成立。因此为1分，不是2分（非软件开发或系统建设），也不是0分（明确使用数字平台）。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,0db7ded37df810f43bcc40cb8e423d0f59100cb05d4c6b655bd2fd66487f6066,llm_primary,2929,713,1,
383,0,,岗位为英语翻译，职责为翻译、资料整理等，未明示要求任何数字工具或技术。因此为0分，不是1分（无辅助数字工具要求）。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,43ecbe44bbf15ad528c95ab8b437d58522dbb6126e43aafce9408811ab9e3d3a,llm_primary,2929,713,0,0.0
384,0,,岗位为行政经理，职责包括人才建设、总务管理、物业食堂等，未明示要求使用数字工具或技术。因此为0分，不是1分（无辅助数字工具要求）。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,81ed8efc1e3d70073ccc948c4ec6c7338fb62607de1ab0cd10abb6575d89e503,llm_primary,2929,713,0,0.0
